"","X","Artist.Reputation","Height","Width","Weight","Material","Price.Of.Sculpture","Base.Shipping.Price","International","Express.Shipment","Installation.Included","Transport","Fragile","Customer.Information","Remote.Location","Cost","scheduled_year","scheduled_month","scheduled_day","scheduled_dateofmonth","delivery_year","delivery_month","delivery_day","delivery_dateofmonth","delta","state","Cost_Numeric"
"1624",6403,0.45,27,16,827,"Wood",3.75,23.38,"Yes","Yes","Yes","Airways","No","Wealthy","No","Expensive",2015,1,3,29,2015,1,1,27,-2,"MI",722.02
"1625",5044,0.44,23,10,308319,"Marble",415.38,58.03,"Yes","No","No","Airways","No","Working Class","No","Expensive",2016,8,2,24,2016,8,3,25,1,"MI",2978.81
"1626",4127,0.61,28,7,5943,"Brass",19.62,51.39,"No","No","Yes","Roadways","No","Working Class","Yes","Expensive",2019,4,0,29,2019,4,4,26,-3,"",960.33
"1627",3560,0.73,9,5,6873,"Marble",49.96,41.16,"No","No","No","Roadways","No","Wealthy","No","Expensive",2015,5,2,20,2015,5,6,24,4,"AL",781.66
"1628",4888,0.45,37,8,13920,"Bronze",34.54,40.81,"Yes","Yes","Yes","Airways","No","Working Class","No","Expensive",2017,9,0,18,2017,9,5,16,-2,"KS",1951.15
"1629",3644,0.68,20,8,106300,"Stone",316.32,86.5,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2016,7,0,4,2016,7,1,5,1,"HI",2364.45
"1630",4987,0.86,31,7,664,"Aluminium",3.01,17.35,"No","Yes","Yes","Roadways","No","Wealthy","No","Expensive",2019,7,5,13,2019,7,4,12,-1,"WV",770.54
"1631",6208,0.57,24,6,7994,"Brass",14.64,81.59,"No","Yes","No","Airways","No","Working Class","No","Expensive",2016,5,0,16,2016,5,5,14,-2,"VA",1058.76
"1632",3613,0.11,20,12,279961,"Marble",1112.57,92.96,"Yes","No","No","Waterways","No","Wealthy","No","Expensive",2015,1,6,4,2015,1,5,3,-1,"FL",1908.22
"1633",4051,0.31,20,8,10271,"Brass",21.05,98.17,"No","Yes","No","Roadways","No","Working Class","No","Expensive",2016,6,4,10,2016,6,4,10,0,"KY",710.24
"1634",3203,0.1,29,11,490720,"Marble",273.47,55.4,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2018,7,1,3,2018,7,1,3,0,"NC",939.5
"1635",3588,0.07,19,8,222862,"Stone",92.82,32.01,"Yes","No","No","Airways","No","Wealthy","No","Expensive",2016,1,5,30,2016,2,0,1,2,"MI",968.1
"1636",6074,0.7,22,8,8418,"Bronze",20.24,48.28,"No","Yes","Yes","Roadways","No","Working Class","No","Expensive",2016,8,5,20,2016,8,5,20,0,"DC",1037.27
"1637",1869,0.74,20,14,902,"Wood",6.35,23.74,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2017,3,6,19,2017,3,0,20,1,"RI",728.52
"1638",6490,0.52,15,8,97958,"Stone",245.85,28.59,"No","No","No","Roadways","No","Working Class","No","Expensive",2015,2,5,28,2015,2,3,26,-2,"DC",1075.95
"1639",3966,0.22,27,13,24822,"Bronze",90.71,82.5,"No","No","No","Airways","No","Working Class","No","Expensive",2015,5,6,17,2015,5,2,13,-4,"AR",1000.15
"1640",3467,0.45,20,4,3232,"Material_NA",160.81,33.89,"No","Yes","Yes","Roadways","No","Wealthy","No","Expensive",2017,11,1,14,2017,11,5,11,-3,"",1170.73
"1641",303,0.46,26,9,648821,"Stone",1047.38,93.18,"No","No","No","Waterways","No","Working Class","No","Expensive",2015,4,4,17,2015,4,4,17,0,"IA",2738.06
"1642",5877,0.77,9,5,5612,"Marble",11.52,62.14,"No","Yes","No","Airways","No","Wealthy","No","Expensive",2017,6,6,4,2017,6,3,1,-3,"",951.24
"1643",1245,0.3,52,8,17368,"Clay",27.37,83.35,"No","No","No","Roadways","Yes","Wealthy","No","Expensive",2018,11,0,19,2018,11,2,21,2,"SD",912.88
"1644",1480,0.45,20,6,251,"Wood",6.38,24.94,"No","No","No","Roadways","No","Working Class","No","Expensive",2017,5,3,18,2017,5,6,14,-4,"",718.59
"1645",5034,0.32,31,16,912586,"Marble",1107.52,44.84,"No","No","No","Roadways","No","Working Class","No","Expensive",2016,1,6,17,2016,1,3,21,4,"NY",2689.3
"1646",700,0.26,21,12,20096,"Brass",88.16,33.96,"No","No","No","Roadways","No","Wealthy","No","Expensive",2019,5,0,6,2019,5,0,6,0,"SC",732.35
"1647",283,0.39,15,6,30515,"Marble",37.73,72.63,"No","Yes","No","Airways","No","Wealthy","Yes","Expensive",2015,12,1,29,2015,12,5,26,-3,"NJ",889.79
"1648",6283,0.41,28,17,534984,"Marble",199.52,90.64,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2015,7,1,7,2015,7,6,5,-2,"WI",2160.68
"1649",3779,0.23,34,11,59131,"Brass",145.61,85.53,"Yes","No","Yes","Roadways","No","Wealthy","No","Expensive",2017,12,3,28,2017,12,4,29,1,"ME",925.71
"1650",1103,0.56,24,11,18100,"Brass",19.67,92.29,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2019,6,1,11,2019,6,2,12,1,"MD",1226.54
"1651",5495,0.87,26,12,1754,"Aluminium",6.03,19.39,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2015,12,3,10,2015,12,6,13,3,"FL",853.31
"1652",4552,0.89,40,14,919,"Wood",3.02,19.53,"No","No","No","Roadways","No","Working Class","No","Expensive",2017,3,2,8,2017,3,1,7,-1,"MT",848.55
"1653",3789,0.81,27,15,18958,"Material_NA",43.8,51.92,"No","Yes","No","Airways","No","Working Class","No","Expensive",2019,5,2,29,2019,6,6,2,4,"IL",2068.03
"1654",3416,0.64,41,7,11101,"Bronze",38.27,35.38,"No","Yes","No","Roadways","No","Working Class","No","Expensive",2018,10,0,29,2018,10,1,30,1,"NC",872.35
"1655",5724,0.12,30,9,456221,"Stone",587.4,84.66,"No","No","No","Roadways","No","Working Class","No","Expensive",2015,5,5,23,2015,5,1,19,-4,"VA",1905.07
"1656",6368,0.62,13,8,91250,"Stone",287.85,82.22,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2017,9,1,19,2017,9,4,22,3,"HI",1814.69
"1657",6024,0.71,27,8,11101,"Material_NA",11.26,66.31,"Yes","No","Yes","Airways","No","Working Class","No","Expensive",2016,3,3,24,2016,3,3,24,0,"SC",1597.72
"1658",425,0.4,19,10,14551,"Brass",19.49,95.69,"Yes","No","Yes","Waterways","No","Working Class","No","Expensive",2017,8,2,9,2017,8,4,11,2,"AL",834.86
"1659",361,0.45,18,10,144581,"Marble",116.27,60.74,"No","Yes","Yes","Roadways","No","Working Class","No","Expensive",2019,1,3,3,2018,12,6,30,-4,"IN",842.57
"1660",2035,0.07,19,9,201924,"Stone",459.04,52.91,"No","No","No","Airways","No","Working Class","No","Expensive",2017,10,0,16,2017,10,2,18,2,"DC",1195.23
"1661",1757,0.84,25,10,1071,"Aluminium",11.48,22.39,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2019,6,3,6,2019,6,1,4,-2,"",725.3
"1662",3761,0.89,13,8,135,"Wood",5.57,23.66,"Yes","No","Yes","Roadways","No","Working Class","No","Expensive",2018,2,0,12,2018,2,5,10,-2,"UT",761.69
"1663",662,0.65,22,6,8737,"Brass",22.05,68.33,"No","Yes","Yes","Airways","No","Working Class","No","Expensive",2015,12,1,15,2015,12,6,13,-2,"NY",1271.89
"1664",2145,0.44,19,13,266655,"Marble",359.27,61.35,"Yes","No","Yes","Roadways","No","Working Class","Yes","Expensive",2017,4,0,24,2017,4,4,21,-3,"NY",1881.99
"1665",6232,0.76,27,8,1582,"Aluminium",3.87,18.09,"Yes","Yes","Yes","Airways","No","Wealthy","No","Expensive",2015,2,3,19,2015,2,1,17,-2,"ID",716.87
"1666",6126,0.77,31,15,25100,"Brass",143.51,90.36,"No","No","No","Roadways","No","Working Class","No","Expensive",2017,1,3,26,2017,1,6,22,-4,"CT",2817.83
"1667",1965,0.58,26,6,87529,"Marble",229.97,25.57,"No","No","No","Roadways","No","Working Class","No","Expensive",2015,7,1,7,2015,7,0,6,-1,"AZ",1062
"1668",2604,0.42,14,8,86151,"Stone",184.01,98.05,"No","Yes","No","Roadways","No","Wealthy","No","Expensive",2018,7,1,17,2018,7,4,13,-4,"CO",1694.67
"1669",3110,0.77,33,25,3390,"Aluminium",31.52,20.14,"Yes","Yes","No","Airways","No","Working Class","No","Expensive",2016,7,4,15,2016,7,0,11,-4,"KS",1145.79
"1670",5601,0.68,12,6,46034,"Stone",158.62,75.04,"Yes","Yes","Yes","Airways","No","Working Class","Yes","Expensive",2015,10,4,23,2015,10,4,23,0,"AK",1840.2
"1671",6415,0.09,53,25,93848,"Bronze",80.34,93.12,"No","Yes","Yes","Airways","No","Wealthy","No","Expensive",2015,1,3,29,2015,1,3,29,0,"ID",1349.95
"1672",1039,0.45,13,6,23587,"Marble",100.68,83.96,"No","Yes","Yes","Roadways","No","Wealthy","No","Expensive",2016,8,3,25,2016,8,6,28,3,"TX",1955.79
"1673",4612,0.42,35,21,8315,"Clay",5.98,98.45,"No","No","Yes","Roadways","Yes","Working Class","No","Expensive",2019,7,3,18,2019,7,4,19,1,"NC",1277.43
"1674",1249,0.45,17,14,115395,"Marble",1290.04,37.18,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2018,2,0,5,2018,2,6,4,-1,"ME",2003.16
"1675",1403,0.54,22,6,84692,"Stone",128.16,69.98,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,10,3,11,2018,10,0,15,4,"NH",1050.08
"1676",586,0.84,35,11,1828,"Material_NA",7.04,18.95,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2018,6,1,5,2018,6,3,7,2,"NE",1066.88
"1677",4769,0.14,17,10,225707,"Stone",522.66,48.07,"Yes","No","Yes","Airways","No","Working Class","Yes","Expensive",2018,7,5,21,2018,7,5,21,0,"MI",2048.09
"1678",4504,0.95,9,4,6603,"Stone",26.45,68.53,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2018,1,0,1,2017,12,3,28,-4,"IL",1288.03
"1679",589,0.7,14,7,74140,"Stone",153.25,26.38,"No","No","No","Roadways","No","Wealthy","Yes","Expensive",2019,4,0,22,2019,4,0,22,0,"AL",987.73
"1680",1487,0.48,14,8,16115,"Marble",49.52,62.97,"Yes","No","No","Airways","No","Working Class","No","Expensive",2017,9,2,20,2017,9,6,24,4,"MD",758.94
"1681",3801,0.53,49,23,8417,"Aluminium",8.6,28.5,"No","No","Yes","Roadways","No","Wealthy","No","Expensive",2017,3,1,14,2017,3,0,13,-1,"IN",920.97
"1682",1607,0.22,20,9,182870,"Marble",407.14,32.72,"Yes","No","Yes","Airways","No","Working Class","No","Expensive",2015,10,3,15,2015,10,2,14,-1,"OK",1802.73
"1683",4106,0.05,32,6,305949,"Stone",158.34,89.24,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2016,6,5,11,2016,6,2,8,-3,"NY",960.42
"1684",5863,0.64,13,8,115395,"Marble",157.42,34.95,"No","No","No","Roadways","No","Wealthy","No","Expensive",2019,3,6,3,2019,3,2,6,3,"HI",724.63
"1685",5751,0.39,38,10,48755,"Brass",112.76,75.96,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2015,10,0,12,2015,10,4,16,4,"IN",846.26
"1686",541,0.36,42,17,66743,"Brass",128.23,94.97,"No","No","Yes","Airways","No","Working Class","No","Expensive",2015,3,2,25,2015,3,1,24,-1,"WY",1688.23
"1687",3572,0.45,14,8,104492,"Stone",66.16,63.76,"Yes","Yes","No","Airways","No","Working Class","No","Expensive",2016,3,0,14,2016,3,5,12,-2,"",1032.18
"1688",4909,0.85,6,4,1164,"Marble",8.7,23.95,"Yes","Yes","Yes","Roadways","No","Working Class","No","Expensive",2017,7,2,19,2017,7,2,19,0,"AZ",1274.44
"1689",898,0.16,27,10,558393,"Marble",1836.13,47.08,"Yes","No","Yes","Roadways","No","Wealthy","No","Expensive",2017,7,2,19,2017,7,3,20,1,"PA",2916.31
"1690",6344,0.52,36,12,6614,"Clay",26.26,54.24,"Yes","No","No","Waterways","Yes","Working Class","No","Expensive",2016,6,6,5,2016,6,0,6,1,"MI",814.31
"1691",3771,0.7,11,7,15138,"Stone",43.58,73.23,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2017,11,3,16,2017,11,6,19,3,"NC",1185.1
"1692",5881,0.45,30,13,21960,"Material_NA",62.48,42.4,"Yes","No","No","Airways","No","Working Class","Yes","Expensive",2017,9,0,4,2017,9,6,3,-1,"UT",2440.51
"1693",2834,0.39,40,19,77407,"Bronze",357.08,75.09,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,1,1,16,2018,1,1,16,0,"OK",1622.67
"1694",2705,0.94,23,11,10751,"Brass",32.18,38.54,"Yes","No","No","Waterways","No","Working Class","Yes","Expensive",2016,7,2,27,2016,7,5,23,-4,"KS",1813.35
"1695",1151,0.66,24,11,11676,"Bronze",21.78,65.24,"Yes","Yes","No","Roadways","No","Wealthy","No","Expensive",2018,5,5,26,2018,5,4,25,-1,"MA",1527.35
"1696",2699,0.3,21,8,221082,"Stone",1637.85,58.43,"No","No","No","Roadways","No","Working Class","No","Expensive",2017,12,2,27,2017,12,0,25,-2,"MI",2894.27
"1697",4974,0.39,34,13,25516,"Bronze",89.43,63.34,"Yes","No","No","Airways","No","Working Class","No","Expensive",2015,3,3,26,2015,3,6,29,3,"ND",1365.25
"1698",5064,0.45,14,6,4308,"Brass",47.12,22.89,"Yes","No","Yes","Roadways","No","Working Class","Yes","Expensive",2018,9,5,22,2018,9,4,21,-1,"VT",1241.26
"1699",4980,0.65,27,15,17635,"Bronze",51.64,52.61,"No","Yes","Yes","Roadways","No","Wealthy","No","Expensive",2016,9,3,22,2016,9,2,21,-1,"CA",2023.93
"1700",3900,0.49,38,8,3232,"Material_NA",9.47,41.23,"No","Yes","Yes","Roadways","Yes","Wealthy","Yes","Expensive",2018,9,4,21,2018,9,5,22,1,"KS",1058.86
"1701",3677,0.68,40,8,20765,"Bronze",46.67,90.77,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2016,10,5,22,2016,10,5,22,0,"MS",2314.7
"1702",4497,0.45,18,6,80102,"Stone",76.81,60.1,"No","Yes","No","Roadways","No","Wealthy","Yes","Expensive",2018,9,4,7,2018,9,3,6,-1,"LA",837.77
"1703",976,0.99,37,6,9934,"Bronze",27.79,55.51,"No","No","No","Roadways","No","Working Class","No","Expensive",2016,9,5,24,2016,9,1,20,-4,"MT",2836.93
"1704",5007,0.32,19,7,51131,"Marble",71.51,79.88,"No","No","No","Roadways","No","Wealthy","Yes","Expensive",2017,5,0,22,2017,5,6,21,-1,"SD",1097.06
"1705",2383,0.45,20,12,20118,"Brass",50.79,45.78,"Yes","Yes","Yes","Airways","No","Wealthy","No","Expensive",2015,10,3,1,2015,10,3,1,0,"NE",2261.53
"1706",3867,0.4,30,14,38846,"Brass",42.12,80.53,"No","Yes","No","Roadways","No","Wealthy","No","Expensive",2015,3,0,16,2015,3,1,17,1,"WV",1410.05
"1707",4597,0.45,20,8,1219693,"Material_NA",1366.66,47.73,"No","No","No","Roadways","No","Working Class","No","Expensive",2017,7,6,23,2017,7,3,27,4,"OR",1869.85
"1708",4967,0.51,12,7,21370,"Marble",62.1,26.13,"No","No","Yes","Waterways","No","Working Class","No","Expensive",2017,1,3,12,2017,1,1,10,-2,"ME",896.85
"1709",5828,0.49,36,11,6368,"Clay",9.69,63.65,"No","No","Yes","Roadways","Yes","Working Class","No","Expensive",2015,4,5,25,2015,4,2,29,4,"",1047.27
"1710",6359,0.85,41,8,211,"Wood",5.08,15.16,"Yes","Yes","Yes","Airways","No","Working Class","No","Expensive",2015,10,6,18,2015,10,2,14,-4,"IL",885.89
"1711",2537,0.68,46,9,27614,"Bronze",23.79,90.69,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2015,6,2,10,2015,6,5,13,3,"CA",1862.96
"1712",298,0.41,14,7,94548,"Stone",448,42.33,"No","Yes","No","Roadways","No","Wealthy","No","Expensive",2019,4,0,29,2019,5,3,2,3,"ND",2331.88
"1713",3798,0.27,45,7,18289,"Bronze",14.62,85.66,"No","Yes","No","Roadways","No","Wealthy","No","Expensive",2017,1,3,5,2017,1,3,5,0,"MI",722.59
"1714",2808,0.47,28,16,27680,"Bronze",57.93,65.31,"Yes","No","Yes","Airways","No","Working Class","No","Expensive",2017,12,0,4,2017,12,0,4,0,"NJ",1430.76
"1715",3810,0.87,40,9,2989,"Clay",3.56,19.68,"No","Yes","No","Roadways","Yes","Working Class","No","Expensive",2018,8,3,30,2018,9,5,1,2,"NV",952.1
"1716",1229,0.47,25,8,5982.5,"Bronze",61.9,66.02,"Yes","Yes","No","Airways","No","Working Class","No","Expensive",2017,2,6,19,2017,2,2,22,3,"",1325.51
"1717",3899,0.09,25,15,912267,"Marble",420.36,29.38,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2017,9,3,14,2017,9,0,18,4,"RI",886.47
"1718",107,0.45,41,9,19928,"Bronze",121.37,82.14,"No","No","No","Waterways","No","Working Class","No","Expensive",2018,2,4,16,2018,2,4,16,0,"KY",1310.04
"1719",5062,0.45,23,8,2954,"Bronze",35.8,23.64,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,11,5,10,2018,11,2,14,4,"IA",970.35
"1720",2391,0.63,18,8,52982,"Marble",255.76,39.67,"Yes","No","Yes","Airways","No","Working Class","Yes","Expensive",2017,9,5,9,2017,9,6,10,1,"",1536.78
"1721",1360,0.64,33,17,38838,"Bronze",115.38,58.53,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2015,12,6,27,2015,12,3,31,4,"",1666.98
"1722",390,0.08,44,23,3232,"Material_NA",47.14,79.57,"Yes","No","Yes","Airways","No","Working Class","No","Expensive",2018,4,6,22,2018,4,1,24,2,"MI",711.91
"1723",1023,0.32,25,10,28714,"Brass",103.69,70.06,"No","No","No","Roadways","No","Working Class","No","Expensive",2015,3,2,4,2015,3,6,1,-3,"SC",801.93
"1724",4020,0.59,10,4,221082,"Stone",33.3,60.32,"Yes","Yes","Yes","Roadways","No","Working Class","Yes","Expensive",2017,11,2,15,2017,11,5,11,-4,"WY",1040.19
"1725",3247,0.79,30,10,1511,"Clay",9.49,18.02,"No","Yes","No","Roadways","Yes","Wealthy","No","Expensive",2017,10,1,17,2017,10,4,20,3,"GA",1834.22
"1726",45,0.54,36,8,61696,"Brass",61.6,48.17,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2017,5,6,7,2017,5,3,11,4,"",1731.53
"1727",1247,0.8,20,8,115500,"Material_NA",221.17,48.29,"No","No","No","Roadways","No","Working Class","No","Expensive",2016,5,1,10,2016,5,1,10,0,"NM",1793.15
"1728",5367,0.17,29,6,53527,"Marble",84.75,79.79,"No","No","No","Roadways","No","Working Class","No","Expensive",2019,7,0,8,2019,7,3,4,-4,"PA",774.8
"1729",571,0.62,23,8,67915,"Marble",318.45,57.84,"Yes","Yes","No","Airways","No","Wealthy","No","Expensive",2015,2,5,14,2015,2,3,12,-2,"NH",2976.44
"1730",3935,0.54,20,8,139361,"Marble",100.73,27.84,"No","No","Yes","Airways","No","Working Class","Yes","Expensive",2019,3,2,6,2019,3,2,6,0,"MI",1220.8
"1731",2891,0.35,20,15,3232,"Material_NA",110.24,40.42,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2015,7,0,13,2015,7,1,14,1,"FL",920.83
"1732",2362,0.69,15,7,55539,"Stone",198.55,41.25,"No","No","Yes","Roadways","No","Wealthy","No","Expensive",2018,4,6,15,2018,4,3,12,-3,"WY",1328.52
"1733",3567,0.6,32,19,6897,"Clay",10.38,63.89,"No","Yes","No","Airways","Yes","Wealthy","Yes","Expensive",2019,4,1,2,2019,3,6,31,-2,"RI",1634.8
"1734",5523,0.19,35,21,89371,"Brass",194.63,39.7,"Yes","No","No","Airways","No","Working Class","No","Expensive",2015,2,5,28,2015,2,5,28,0,"WA",938.77
"1735",5755,0.76,15,6,41125,"Stone",143.88,30.8,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2015,7,0,27,2015,7,4,24,-3,"DE",1064.41
"1736",1260,0.1,37,25,145950,"Brass",65.88,80.94,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2016,1,2,6,2016,1,2,6,0,"SD",890.67
"1737",1367,0.74,7,5,5827,"Stone",14.94,69.49,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2017,10,1,24,2017,10,5,28,4,"NH",727.57
"1738",3485,0.45,34,14,6445,"Clay",7,50.39,"No","No","Yes","Roadways","Yes","Working Class","No","Expensive",2019,1,3,3,2018,12,0,31,-3,"AL",757.27
"1739",551,0.15,21,7,133898,"Marble",393.73,81.24,"Yes","Yes","No","Airways","No","Working Class","No","Expensive",2019,4,1,23,2019,4,5,20,-3,"KS",1413.81
"1740",5400,0.19,32,15,8066,"Brass",169.06,85.75,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2015,5,1,19,2015,5,0,18,-1,"PA",954.92
"1741",6172,0.57,16,6,33030,"Marble",269.93,48.55,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2018,11,5,10,2018,11,1,6,-4,"AK",1231.5
"1742",3804,0.38,12,8,36829,"Marble",222.23,71.63,"No","No","Yes","Roadways","No","Wealthy","Yes","Expensive",2017,8,5,26,2017,8,5,26,0,"ME",1148.83
"1743",4002,0.45,19,8,339901,"Stone",225.22,52.14,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2018,4,2,4,2018,4,2,4,0,"",1477.05
"1744",540,0.71,17,7,6252,"Brass",40.39,51.8,"No","No","No","Roadways","No","Wealthy","No","Expensive",2018,11,1,13,2018,11,1,13,0,"ND",1120.9
"1745",5560,0.34,17,8,62782,"Marble",291.17,71.7,"Yes","Yes","Yes","Airways","No","Wealthy","Yes","Expensive",2017,5,1,9,2017,5,5,6,-3,"NH",1639.03
"1746",346,0.39,25,9,8020,"Bronze",5.07,98.51,"No","No","Yes","Airways","No","Working Class","No","Expensive",2015,4,4,24,2015,4,5,25,1,"",883.95
"1747",5636,0.92,13,6,31565,"Stone",226.73,65.49,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2018,6,6,3,2018,6,6,3,0,"NC",2057.7
"1748",4935,0.66,11,6,3232,"Material_NA",104.88,44.29,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2018,12,5,15,2018,12,0,17,2,"GA",803.14
"1749",206,0.27,58,27,24675,"Clay",56.86,29.79,"No","Yes","No","Roadways","Yes","Wealthy","No","Expensive",2015,8,6,9,2015,8,3,13,4,"NC",818.83
"1750",2812,0.86,29,8,6441,"Bronze",12.85,60.56,"Yes","No","No","Waterways","No","Wealthy","No","Expensive",2018,8,4,31,2018,8,0,27,-4,"TX",2065.68
"1751",4205,0.78,11,6,42413,"Material_NA",201.86,84.96,"No","Yes","No","Roadways","No","Working Class","No","Expensive",2017,7,2,5,2017,7,3,6,1,"IA",2119.68
"1752",3500,0.44,18,8,186324,"Material_NA",143.36,70.19,"No","Yes","No","Roadways","No","Wealthy","No","Expensive",2015,8,6,16,2015,8,6,16,0,"WV",1719.17
"1753",5699,0.35,43,30,142824,"Bronze",372.29,69.71,"No","Yes","No","Airways","No","Working Class","Yes","Expensive",2018,10,4,19,2018,10,1,23,4,"ID",2509.99
"1754",2783,0.78,12,8,3232,"Material_NA",135.52,27.94,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2019,7,2,3,2019,7,1,2,-1,"OK",853.66
"1755",3452,0.43,18,11,167572,"Marble",1108.5,82.18,"No","Yes","No","Airways","No","Working Class","No","Expensive",2016,5,2,25,2016,5,2,25,0,"VT",2836.16
"1756",5198,0.06,27,10,395849,"Material_NA",103.56,59.91,"No","Yes","No","Airways","No","Working Class","Yes","Expensive",2019,1,3,24,2019,1,0,21,-3,"NH",1219.61
"1757",1020,0.1,24,11,872255,"Stone",2801.6,99.56,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2018,5,2,30,2018,6,6,3,4,"NY",2883.96
"1758",1168,0.45,29,9,3232,"Material_NA",60.92,94.15,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2017,12,3,28,2017,12,4,29,1,"MO",1232.44
"1759",5221,0.71,18,8,7071,"Brass",8.26,58.94,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2019,1,0,7,2019,1,5,5,-2,"",1317.23
"1760",1725,0.01,24,8,506206,"Marble",330.3,62.54,"No","No","No","Roadways","No","Working Class","No","Expensive",2016,9,4,2,2016,8,2,31,-2,"",716.13
"1761",3823,0.45,41,8,77974,"Bronze",337.98,33.72,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2018,11,5,10,2018,11,0,12,2,"HI",1660.97
"1762",783,0.72,17,10,5617,"Bronze",53.63,53.82,"No","Yes","Yes","Airways","No","Working Class","No","Expensive",2016,6,4,24,2016,6,2,22,-2,"CO",1739.88
"1763",4055,0.6,16,8,7766,"Brass",23.43,46.04,"No","Yes","No","Roadways","No","Working Class","No","Expensive",2018,3,3,15,2018,3,6,11,-4,"AZ",733.23
"1764",2883,0.88,21,6,127553,"Stone",298.05,69.17,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2017,4,1,25,2017,4,3,27,2,"WV",2866.97
"1765",5621,0.45,32,11,5535,"Clay",42.91,57.16,"No","No","No","Roadways","Yes","Working Class","No","Expensive",2016,5,3,19,2016,5,4,20,1,"UT",1915.02
"1766",312,0.79,35,11,31917,"Brass",145.44,25.87,"No","No","No","Waterways","No","Working Class","Yes","Expensive",2015,4,4,3,2015,4,4,3,0,"NV",1036.57
"1767",4926,0.24,24,7,134313,"Material_NA",553.02,54.22,"Yes","No","Yes","Waterways","No","Wealthy","No","Expensive",2018,4,2,25,2018,4,5,28,3,"LA",1849.4
